Symbol|Name
A1VB34.SA|AvalonBay Communities, Inc.
RIOT34.SA|RIO TINTO DRN
PQDP11.SA|Parque Dom Pedro Shopping Center Fund
S1SL34.SA|Skyworks Solutions, Inc.
D1EL34.SA|Dell Technologies Inc.
M1TT34.SA|Marriott International, Inc.
SPGI34.SA|S&P Global Inc.
S1YY34.SA|Sysco Corporation
C1MA34.SA|Comerica Incorporated
A1RG34.SA|argenx SE
P1NW34.SA|Pinnacle West Capital Corporation
J1WN34.SA|Nordstrom, Inc.
M1SC34.SA|MSCI Inc.
INGG34.SA|ING Groep N.V.
BOEI34.SA|The Boeing Company
SHPH11.SA|FDO INV Imob Shopping Patio Higienopolis
SJAU11.SA|Sj Au Logistica Fundo De Investimento Imobiliario
RECX11.SA|Rec Fundo De Fundos - Fii Fundo De Investimento Imobiliario
D1OW34.SA|Dow Inc.
B1KR34.SA|Baker Hughes Company
A1LB34.SA|Albemarle Corporation
N1TA34.SA|NetApp, Inc.
V1TA34.SA|Ventas, Inc.
IBMB34.SA|International Business Machines Corporation
A1EN34.SA|Alliant Energy Corporation
ATSA11.SA|Cshg Atrium Shopping Santo Andr Fundo De Investimento Imobilirio Fii
K1CS34.SA|Kansas City Southern
DEOP34.SA|DIAGEO PL DRN
W1IX34.SA|Wix.com Ltd.
AIGB34.SA|American International Group, Inc.
C1BO34.SA|Cboe Global Markets, Inc.
FMOF11.SA|Fundos de Investimento Imobiliário Memorial Office Of Cotas
H1TH34.SA|Huazhu Group Limited
N1VO34.SA|Novo Nordisk A/S
VOTS11.SA|Votorantim Securities Master Fundo Investimento Imobiliario Fii
RDPD11.SA|Bb Renda Papeis Imobiliarios II Fundo Investimento Imobiliario
DEEC34.SA|Deere & Company
RNDP11.SA|BB Renda de Papéis Imobiliários Fundo de Investimento Imobiliário - FII
W1DC34.SA|Western Digital Corporation
SBNY34.SA|Signature Bank
N1BI34.SA|Neurocrine Biosciences, Inc.
W1EL34.SA|Welltower Inc.
A1RE34.SA|Alexandria Real Estate Equities, Inc.
C1IC34.SA|Cigna Corporation
W1PP34.SA|WPP plc
SLBG34.SA|Schlumberger Limited
N1IC34.SA|NICE LTD DRN
I1VZ34.SA|Invesco Ltd.
K1IM34.SA|Kimco Realty Corporation
E1TR34.SA|Entergy Corporation
AZOI34.SA|AutoZone, Inc.
XRXB34.SA|Xerox Holdings Corporation
I1NC34.SA|Incyte Corporation
H1LT34.SA|Hilton Worldwide Holdings Inc.
E1NI34.SA|ENEL AMERICADRN
L1YV34.SA|Live Nation Entertainment, Inc.
A1LN34.SA|Alnylam Pharmaceuticals, Inc.
F1MC34.SA|FMC Corporation
ASML34.SA|ASML HOLD DRN
TMCO34.SA|TOYOTAMO DRN
B1AM34.SA|Brookfield Asset Management Inc.
XBOV11.SA|CAIXA ETF Ibovespa Fundo de Índice - Cotas Fund
H1ST34.SA|Host Hotels & Resorts, Inc.
N1VR34.SA|NVR, Inc.
M1CK34.SA|McKesson Corporation
H1RL34.SA|Hormel Foods Corporation
I1DX34.SA|IDEXX Laboratories, Inc.
TRNT11.SA|Fundo de Investimento Imobiliário - FII Torre Norte
E1XC34.SA|Exelon Corporation
FLRP11.SA|Fundo de Investimento Imobiliário - FII Floripa Shopping
DRIT11B.SA|Multigestao Renda Comercial Fundo De Investimento Imobiliario - FII
REIT11.SA|REIT Rivera Fundo Invest Imobiliario Cotas
TSNF34.SA|Tyson Foods, Inc.
R1OL34.SA|Rollins, Inc.
M1NS34.SA|Monster Beverage Corporation
FOXC34.SA|Fox Corporation
A1AP34.SA|Advance Auto Parts, Inc.
P1DT34.SA|Prudential Financial, Inc.
G1LW34.SA|Corning Incorporated
HSRE11.SA|Hsi Renda Imobiliario - Fundo De Investimento Imobiliario
TRVC34.SA|The Travelers Companies, Inc.
L1EN34.SA|Lennar Corporation
MCOR34.SA|Moody's Corporation
N1WG34.SA|Rogue Swapping III
K1EY34.SA|KeyCorp
QIFF11.SA|Quata Monetai Fundo De Fundos - Fii
P1HM34.SA|PulteGroup, Inc.
UPAC34.SA|Union Pacific Corporation
A1MB34.SA|AmerisourceBergen Corporation
R1LC34.SA|Ralph Lauren Corporation
HREC11.SA|Hedge Recebiveis Fundo De Investimento Imobiliario
P1SX34.SA|Phillips 66
BIEM39.SA|Ishares Core Msci Emerging Markets ETF
E1SS34.SA|Essex Property Trust, Inc.
V1NO34.SA|Vornado Realty Trust
C1BR34.SA|CBRE Group, Inc.
N1OV34.SA|NOV Inc.
HAAA11.SA|Hedge Aaa Fundo De Investimento Imobiliario
A1YX34.SA|Alteryx, Inc.
S1SN34.SA|SS&C Technologies Holdings, Inc.
H1BI34.SA|Hanesbrands Inc.
M1DB34.SA|MongoDB, Inc.
BILB34.SA|BILBAOVIZ DRN
O1TI34.SA|Otis Worldwide Corporation
F1SL34.SA|Fastly, Inc.
PTCH34.SA|PETROCHIN DRN
CHME34.SA|CME Group Inc.
A1LX34.SA|Alexion Pharmaceuticals, Inc.
E1MN34.SA|Eastman Chemical Company
F1AN34.SA|Diamondback Energy, Inc.
A1FL34.SA|Aflac Incorporated
REGN34.SA|Regeneron Pharmaceuticals, Inc.
D1RE34.SA|Duke Realty Corporation
NMRH34.SA|NOMURA HO DRN
N1WL34.SA|Newell Brands Inc.
CPRL34.SA|Canadian Pacific Railway Limited
L1BT34.SA|Liberty Global plc
E1DI34.SA|CONSOLIDATEDDRN
A1LG34.SA|Align Technology, Inc.
L1YB34.SA|LyondellBasell Industries N.V.
LOWC34.SA|Lowe's Companies, Inc.
BOXP34.SA|Boston Properties, Inc.
P1IO34.SA|Pioneer Natural Resources Company
Q1RV34.SA|Qorvo, Inc.
FDXB34.SA|FedEx Corporation
P1BC34.SA|People's United Financial, Inc.
P1AY34.SA|Paychex, Inc.
ABBV34.SA|AbbVie Inc.
E1XR34.SA|Extra Space Storage Inc.
B1BL34.SA|BHP Group
B1DX34.SA|Becton, Dickinson and Company
C1OG34.SA|Cabot Oil & Gas Corporation
CAPH34.SA|Capri Holdings Limited
G1SK34.SA|GLAXOSMITHKLDRN
A1MX34.SA|AMERICAMOVILDRN
U1AL34.SA|United Airlines Holdings, Inc.
A1SU34.SA|Assurant, Inc.
H1OL34.SA|Hologic, Inc.
KMIC34.SA|Kinder Morgan Kansas, Inc.
CHDC34.SA|Church & Dwight Co., Inc.
B1CS34.SA|Barclays PLC
A1PH34.SA|Amphenol Corporation
M1KT34.SA|MarketAxess Holdings Inc.
D1OM34.SA|Dominion Energy, Inc.
T1EL34.SA|TE Connectivity Ltd.
U1RI34.SA|United Rentals, Inc.
M1RO34.SA|Marathon Oil Corporation
LASC11.SA|Legatus Shoppings Fundo De Investimento Imobiliario - FII
I1SR34.SA|Intuitive Surgical, Inc.
K1SS34.SA|Kohl's Corporation
P1SA34.SA|Public Storage
TOUR11.SA|FUNDO DE INVESTIMENTO IMOBILIÁRIO TOURMALET II
H1OG34.SA|Harley-Davidson, Inc.
X1LN34.SA|Xilinx, Inc.
A1GN34.SA|Allegion plc
U1DR34.SA|UDR, Inc.
N1DA34.SA|Nasdaq, Inc.
C1AG34.SA|Conagra Brands, Inc.
A1LL34.SA|Alliance Data Systems Corporation
A1NS34.SA|ANSYS, Inc.
A1MT34.SA|Applied Materials, Inc.
I1DX34.SA|IDEXX Laboratories, Inc.
AFOF11.SA|Alianza Fofii Fundo De Investimento Imobiliario
A1LK34.SA|Alaska Air Group, Inc.
CTSH34.SA|Cognizant Technology Solutions Corporation
G1PI34.SA|Global Payments Inc.
D1RI34.SA|Darden Restaurants, Inc.
N1RG34.SA|NRG Energy, Inc.
HOND34.SA|HONDA MO DRN
CRIP34.SA|Trip.com Group Limited
D1EX34.SA|DexCom, Inc.
W1MB34.SA|The Williams Companies, Inc.
GDBR34.SA|General Dynamics Corporation
P1HC34.SA|Parker-Hannifin Corporation
I1PC34.SA|International Paper Company
B1FC34.SA|Brown-Forman Corporation
I1PC34.SA|International Paper Company
W1RK34.SA|WestRock Company
O1KE34.SA|ONEOK, Inc.
S1KM34.SA|SK TELECOM CDRN
G1AR34.SA|Gartner, Inc.
A1TH34.SA|Autohome Inc.
MINT11.SA|Fundo De Investimento Imobiliario Mint Educacional
C1MG34.SA|Chipotle Mexican Grill, Inc.
E1TN34.SA|Eaton Corporation plc
B1LL34.SA|Ball Corporation
EXGR34.SA|Expedia Group, Inc.
PHMO34.SA|Philip Morris International Inc.
HSHY34.SA|The Hershey Company
A1DI34.SA|Analog Devices, Inc.
T1CH34.SA|Bio-Techne Corporation
H1AS34.SA|Hasbro, Inc.
STZB34.SA|Constellation Brands, Inc.
K1EL34.SA|Kellogg Company
S1NP34.SA|Synopsys, Inc.
CRIN34.SA|Carter's, Inc.
BPRP11.SA|Fundo De Investimento Imobiliario - Fii Brlprop
CAJI34.SA|CANON INC DRN
T1OW34.SA|American Tower Corporation (REIT)
DDNB34.SA|DuPont de Nemours, Inc.
A1JG34.SA|Arthur J. Gallagher & Co.
H1IG34.SA|The Hartford Financial Services Group, Inc.
B1BT34.SA|Truist Financial Corporation
Z1IO34.SA|Zions Bancorporation, National Association
NEWU11.SA|Renda de Escritorios Fundo de Investimento Imobiliario - Cotas Fundo
RCFF11.SA|Rbr Desenvolvimento Comercial Feeder Fof Fundo De Investimento Imobiliario
F1TN34.SA|Fortinet, Inc.
KMBB34.SA|Kimberly-Clark Corporation
H1PE34.SA|Hewlett Packard Enterprise Company
N1SC34.SA|Norfolk Southern Corporation
S1WK34.SA|Stanley Black & Decker, Inc.
Z1TO34.SA|ZTO EXPRESS DRN
W1MC34.SA|Waste Management, Inc.
C1NC34.SA|Centene Corporation
M1PC34.SA|Marathon Petroleum Corporation
A1UT34.SA|Autodesk, Inc.
S1RE34.SA|Sempra Energy
LATR11B.SA|Lateres Fundo de Investimento Imobiliário
C1DN34.SA|Cadence Design Systems, Inc.
LFTT11.SA|Loft II Fundo De Investimento Imobiliario
D2KN34.SA|DraftKings Inc.
E1OG34.SA|EOG Resources, Inc.
T2DH34.SA|Teladoc Health, Inc.
LMTB34.SA|Lockheed Martin Corporation
M1HK34.SA|Mohawk Industries, Inc.
G1RM34.SA|Garmin Ltd.
XRAY34.SA|DENTSPLY SIRONA Inc.
C1AH34.SA|Cardinal Health, Inc.
T1SS34.SA|Tenaris S.A.
A1CR34.SA|Amcor plc
M1SI34.SA|Motorola Solutions, Inc.
ACNB34.SA|Accenture plc
L1CA34.SA|Laboratory Corporation of America Holdings
A1ES34.SA|The AES Corporation
A1VY34.SA|Avery Dennison Corporation
C1AB34.SA|Cable One, Inc.
NOCG34.SA|Northrop Grumman Corporation
A1PA34.SA|APA Corporation
P1NR34.SA|Pentair plc
C1FG34.SA|Citizens Financial Group, Inc.
X1YL34.SA|Xylem Inc.
S1IV34.SA|SVB Financial Group
C1MI34.SA|Cummins Inc.
J1BH34.SA|J.B. Hunt Transport Services, Inc.
F1EC34.SA|FirstEnergy Corp.
P1HC34.SA|Parker-Hannifin Corporation
A1NS34.SA|ANSYS, Inc.
O1DF34.SA|Old Dominion Freight Line, Inc.
S1HW34.SA|The Sherwin-Williams Company
B1WA34.SA|BorgWarner Inc.
BHPG34.SA|BHP GROUP DRN
DBAG34.SA|Deutsche Bank Aktiengesellschaft
SRXM34.SA|Sirius XM Holdings Inc.
C1HK34.SA|Check Point Software Technologies Ltd.
ISBC34.SA|Investors Bancorp, Inc.
FPOR11.SA|Porto Sudeste Royalties Fundo Investimento Participacoes Infraestrutura Fund
C1NS34.SA|Celanese Corporation
RYTT34.SA|Raytheon Technologies Corporation
WATC34.SA|Waters Corporation
BLCP11.SA|Bluecap Renda Logistica FII Fund
DGCO34.SA|Dollar General Corporation
D1OV34.SA|Dover Corporation
W1MG34.SA|Warner Music Group Corp.
D1FS34.SA|Discover Financial Services
N1VS34.SA|Novartis AG
DUKB34.SA|Duke Energy Corporation
BEWP39.SA|Ishares Msci Spain Etf
P1KX34.SA|POSCO DRN
J1KH34.SA|Jack Henry & Associates, Inc.
A1DM34.SA|Archer-Daniels-Midland Company
Z1BR34.SA|Zebra Technologies Corporation
E1FX34.SA|Equifax Inc.
A1NE34.SA|Arista Networks, Inc.
TOUR12.SA|FUNDO DE INVESTIMENTO IMOBILIÁRIO TOURMALET II
C1OU34.SA|Coupa Software Incorporated
KMPR34.SA|Kemper Corporation
NVRP11.SA|Fundo De Investimento Participacoes Nova Raposo
P1YC34.SA|Paycom Software, Inc.
N1WS35.SA|News Corporation
F1IS34.SA|Fiserv, Inc.
S1RP34.SA|Sarepta Therapeutics, Inc.
C1ER34.SA|Cerner Corporation
S1GE34.SA|Seagen Inc.
BRIP11.SA|Brio Real Estate III - Fundo De Investimento Imobiliario
VLYB34.SA|Valley National Bancorp
A1BM34.SA|Abiomed, Inc.
G1PC34.SA|Genuine Parts Company
P1GR34.SA|The Progressive Corporation
C1NP34.SA|CenterPoint Energy, Inc.
BREV11.SA|Brazil Real Estate Victory Fund I Fundo De Investimento Imobiliario
H1RB34.SA|H&R Block, Inc.
R1OK34.SA|Rockwell Automation, Inc.
FMXB34.SA|Fomento Económico Mexicano, S.A.B. de C.V.
S1YK34.SA|Stryker Corporation
L1YG34.SA|LLOYDS BANKIDRN
BBVH11.SA|Fundo de Investimento em Direitos Creditorios BB Votorantim Highland Infraestrutura
A1GN34.SA|Allegion plc
P1FG34.SA|Principal Financial Group, Inc.
RSPD11.SA|RB Capital Desenvolvimento Residencial III Fundo De Investimento Imobillario - FII
I1QV34.SA|IQVIA Holdings Inc.
W1YN34.SA|Wynn Resorts, Limited
F1BH34.SA|Fortune Brands Home & Security, Inc.
W1YN34.SA|Wynn Resorts, Limited
A1WK34.SA|American Water Works Company, Inc.
SLBC34.SA|Sterling Bancorp
TCIN12.SA|Fundo De Investimento Imobiliario Tourmalet V Edificio Cidade Nova
TCIN11.SA|Fundo De Investimento Imobiliario Tourmalet V Edificio Cidade Nova
AQLL11.SA|Aquilla Fundo Invest Imobiliario - Cotas Fund
